Numero_unique_specimen,BioSample Acession,Type_analyse,Annee_envoi,No_soumission_GQ,No_plaque_envoi,Nom_projet,Numero_unique_groupe,Numero_reception_specimen,Nom_commun,Genre,Espece,Couleur_individu,Age,Sexe_visuel,Region_echantillonnage,Lieu_echantillonnage,Latitude_echantillonnage_DD,Longitude_echantillonnage_DD,Annee_echantillonnage,Mois_echantillonnage,Jour_echantillonnage,Communaute,Nom_chasseur,Sexe_laboratoire,Technique_sexage,Responsable_sexage,Numero_unique_extrait,Haplotype,Librairie_ref
S_20_00656,SAMN36656164,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_00656,ARAR_99_1014,BELUGA,Delphinapterus,leucas,NA,21,NA,NWH,Arviat,NA,NA,1999,8,11,Arviat,NA,M,qPCR,S_Guillou,ADN_20_01239,HL017,librairie_143_haplotypes615
S_20_00918,SAMN36656336,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_00918,NQ03_5115,BELUGA,Delphinapterus,leucas,NA,15,NA,UNG,Kangirsuk,60.10333333,-69.81333333,2003,6,19,Kangirsuk,NA,F,qPCR,C_Bonnet,ADN_20_02011,HL054,librairie_143_haplotypes615
S_20_00905,SAMN36656327,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_00905,NQ03_5015,BELUGA,Delphinapterus,leucas,NA,NA,NA,SHS,Falaise_Innijuaq,62.425,-75.41944444,2003,6,28,Salluit,NA,M,qPCR,S_Guillou,ADN_20_02725,HL011,librairie_143_haplotypes615
S_20_01023,SAMN36656399,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_01023,NQ03_00225,BELUGA,Delphinapterus,leucas,NA,16,NA,SHS,Quaqtaq,61.04638889,-69.63388889,2003,7,29,Tasiujaq,NA,F,qPCR,C_Bonnet,ADN_20_02020,HL001,librairie_143_haplotypes615
S_20_01077,SAMN36656429,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_01077,ARCI_99_1013,BELUGA,Delphinapterus,leucas,NA,35,M,NWH,Chesterfield_Inlet,NA,NA,1999,9,18,Chesterfield Inlet,NA,M,qPCR,S_Guillou,ADN_20_01303,HL001,librairie_143_haplotypes615
S_20_00832,SAMN36656289,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_00832,ARCI_99_1004,BELUGA,Delphinapterus,leucas,NA,19,F,NWH,Chesterfield_Inlet,NA,NA,1999,9,22,Chesterfield Inlet,NA,U,qPCR,S_Guillou,ADN_20_02024,HL003,librairie_143_haplotypes615
S_20_01075,SAMN37454925,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_01075,ARCI_99_1010,BELUGA,Delphinapterus,leucas,NA,16,F,NWH,Chesterfield_Inlet,NA,NA,1999,9,22,Chesterfield Inlet,NA,F,qPCR,S_Guillou,ADN_20_01300,HL003,librairie_143_haplotypes615
S_20_00856,SAMN36656300,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_00856,NQDL_3288,BELUGA,Delphinapterus,leucas,NA,NA,NA,UNG,Tasiujaq,58.71862,-69.90128,2001,7,16,Kuujjuaq,NA,M,qPCR,S_Guillou,ADN_20_02039,HL003,librairie_143_haplotypes615
S_20_01052,SAMN36656417,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_01052,ARCH_99_1024,BELUGA,Delphinapterus,leucas,NA,21,M,NHB,Coral_Harbour,NA,NA,1999,8,16,Coral Harbour,NA,M,qPCR,S_Guillou,ADN_20_01276,HL042,librairie_143_haplotypes615
S_20_00942,NA,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_00942,B96_252_COH,BELUGA,Delphinapterus,leucas,NA,36,F,NHB,Coral_Harbour,64.108744,-83.117867,1996,9,23,Coral Harbour,NA,F,qPCR,S_Guillou,ADN_20_01521,HL003,librairie_143_haplotypes615
S_20_00828,SAMN36656285,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_00828,ARCI_99_1028,BELUGA,Delphinapterus,leucas,NA,18,F,NWH,Chesterfield_Inlet,NA,NA,1999,9,18,Chesterfield Inlet,NA,F,qPCR,S_Guillou,ADN_20_01412,HL012,librairie_143_haplotypes615
S_20_01050,NA,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_01050,ARCH_99_1015,BELUGA,Delphinapterus,leucas,NA,30,M,NHB,Coral_Harbour,NA,NA,1999,8,16,Coral Harbour,NA,U,qPCR,C_Bonnet,ADN_20_02060,HL003,librairie_143_haplotypes615
S_20_03586,SAMN36656905,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_03586,LH_14,BELUGA,Delphinapterus,leucas,NA,NA,M,NHS,Kimmirut,NA,NA,1989,6,24,Kimmirut,NA,M,qPCR,S_Guillou,ADN_20_02103,HL003,librairie_143_haplotypes615
S_20_03588,SAMN36656907,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_03588,LH_B91_06,BELUGA,Delphinapterus,leucas,NA,NA,F,NHS,Kimmirut,NA,NA,1991,11,7,Kimmirut,NA,F,qPCR,S_Guillou,ADN_20_02107,HL003,librairie_143_haplotypes615
S_20_03486,SAMN36656867,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_03486,B92_47,BELUGA,Delphinapterus,leucas,NA,4,F,NHS,Lake_Harbour_Kimmirut,NA,NA,1992,5,28,Kimmirut,Sandy_Akavak,F,qPCR,C_Bonnet,ADN_20_02115,HL011,librairie_143_haplotypes615
S_20_03635,SAMN37454897,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_03635,LH_25,BELUGA,Delphinapterus,leucas,NA,NA,F,NHS,Kimmirut,NA,NA,1989,7,10,Kimmirut,NA,F,qPCR,S_Guillou,ADN_20_02119,HL003,librairie_143_haplotypes615
S_20_03583,SAMN36656903,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_03583,B_92_71_IQ,BELUGA,Delphinapterus,leucas,NA,1,F,FRB,Iqaluit,NA,NA,1992,6,19,Iqaluit,NA,M,qPCR,S_Guillou,ADN_20_02127,HL012,librairie_143_haplotypes615
S_20_03624,SAMN37454719,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_03624,B_92_89_IQ,BELUGA,Delphinapterus,leucas,NA,44,F,FRB,Iqaluit,NA,NA,1992,6,11,Iqaluit,NA,F,qPCR,S_Guillou,ADN_20_02131,HL011,librairie_143_haplotypes615
S_20_03625,SAMN36656926,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_03625,B92_LH_39,BELUGA,Delphinapterus,leucas,NA,30,F,NHS,Lake_Harbour_Kimmirut,NA,NA,1992,10,9,Kimmirut,NA,F,qPCR,S_Guillou,ADN_20_02139,HL012,librairie_143_haplotypes615
S_20_03630,SAMN36656930,ddRADseq,2019,SCI029054,PE_20_00003,MOBELS,G_20_03630,B91_14,BELUGA,Delphinapterus,leucas,NA,57,F,FRB,Iqaluit,NA,NA,1991,7,7,Iqaluit,NA,F,qPCR,S_Guillou,ADN_20_02147,HL003,librairie_143_haplotypes615
S_20_00655,NA,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00655,ARAR_99_1017,BELUGA,Delphinapterus,leucas,NA,13,M,NWH,Arviat_west of McConnel River,NA,NA,1999,8,11,Arviat,NA,M,qPCR,S_Guillou,ADN_20_01240,HL001,librairie_143_haplotypes615
S_20_00704,NA,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00704,ARAR_99_1008,BELUGA,Delphinapterus,leucas,NA,23,NA,NWH,Arviat,NA,NA,1999,8,11,Arviat,NA,M,qPCR,S_Guillou,ADN_20_01237,HL003,librairie_143_haplotypes615
S_20_01070,NA,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01070,ARCH_00_1070,BELUGA,Delphinapterus,leucas,NA,10,M,NHB,Coral_Harbour,NA,NA,2000,9,22,Coral Harbour,NA,M,qPCR,S_Guillou,ADN_20_01294,HL004,librairie_143_haplotypes615
S_20_01102,SAMN37455121,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01102,NQDL_3048,BELUGA,Delphinapterus,leucas,NA,15,NA,SHS,Digges_Islands,62.59663,-77.82172,2001,10,22,Puvirnituq,NA,F,qPCR,S_Guillou,ADN_20_02926,HL068,librairie_143_haplotypes615
S_20_01107,NA,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01107,NQDL_3053,BELUGA,Delphinapterus,leucas,NA,15,NA,SHS,Digges_Islands,62.60505,-77.82718,2001,10,22,Puvirnituq,NA,F,qPCR,C_Bonnet,ADN_20_06039,HL016,librairie_143_haplotypes615
S_20_00648,SAMN37456023,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00648,NQDL_3222,BELUGA,Delphinapterus,leucas,NA,NA,NA,SHS,Salluit_Fjord,62.23435,-75.64638,2001,7,17,Salluit,NA,M,qPCR,C_Bonnet,ADN_20_01364,HL015,librairie_143_haplotypes615
S_20_00682,SAMN36656180,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00682,ARAR_99_1033,BELUGA,Delphinapterus,leucas,NA,4,F,NWH,Arviat,NA,NA,1999,8,11,Arviat,NA,M,qPCR,S_Guillou,ADN_20_01483,HL003,librairie_143_haplotypes615
S_20_00676,SAMN36656177,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00676,PTT_7279,BELUGA,Delphinapterus,leucas,NA,NA,NA,NWH,Churchill,58.765,-94.202,1992,7,5,Churchill,NA,M,qPCR,S_Guillou,ADN_20_01415,HL001,librairie_143_haplotypes615
S_20_01027,SAMN37455492,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01027,NQ03_00243,BELUGA,Delphinapterus,leucas,NA,41,NA,SHS,Camp_Imilimmiut,60.771,-69.418,2003,6,17,Kuujjuaq,NA,F,qPCR,S_Guillou,ADN_20_03402,HL001,librairie_143_haplotypes615
S_20_01002,SAMN36656384,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01002,NQ03_4085,BELUGA,Delphinapterus,leucas,NA,6,NA,UNG,Kangirsuk,NA,NA,2003,6,15,Kangirsuk,NA,M,qPCR,S_Guillou,ADN_20_03413,HL001,librairie_143_haplotypes615
S_20_01006,NA,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01006,NQ03_5002,BELUGA,Delphinapterus,leucas,NA,5,NA,SHS,Baie_Kangituuq,62.37916667,-77.94027778,2003,6,8,Ivujivik,NA,M,qPCR,C_Bonnet,ADN_20_02585,HL063,librairie_143_haplotypes615
S_20_01007,SAMN37456065,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01007,NQ03_5003,BELUGA,Delphinapterus,leucas,NA,7,NA,SHS,Baie_Kangituuq,62.37916667,-77.94027778,2003,NA,NA,Ivujivik,NA,F,qPCR,C_Bonnet,ADN_20_01445,HL003,librairie_143_haplotypes615
S_20_00992,SAMN36656377,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00992,NQ03_5032,BELUGA,Delphinapterus,leucas,NA,16,NA,SHS,Nuvuk,61.164,-69.639,2003,6,18,Quaqtaq,NA,F,qPCR,S_Guillou,ADN_20_03429,HL008,librairie_143_haplotypes615
S_20_00993,SAMN36656378,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00993,NQ03_5033,BELUGA,Delphinapterus,leucas,NA,8,NA,SHS,Nuvuk,61.164,-69.639,2003,6,23,Quaqtaq,NA,M,qPCR,S_Guillou,ADN_20_03430,HL008,librairie_143_haplotypes615
S_20_00997,NA,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00997,NQ03_5040,BELUGA,Delphinapterus,leucas,NA,NA,NA,SHS,Pointe_Naujaat,61.01194444,-69.49888889,2003,6,18,Quaqtaq,NA,F,qPCR,S_Guillou,ADN_20_03435,HL001,librairie_143_haplotypes615
S_20_00999,SAMN36656381,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00999,NQ03_5043,BELUGA,Delphinapterus,leucas,NA,26,NA,SHS,Pointe_Naujaat,61.01194444,-69.49888889,2003,6,17,Quaqtaq,NA,F,qPCR,S_Guillou,ADN_20_03437,HL001,librairie_143_haplotypes615
S_20_00987,SAMN36656372,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00987,NQ04_5196,BELUGA,Delphinapterus,leucas,NA,20,NA,SHS,Ivujivik,62.418,-77.911,2004,7,2,Akulivik,NA,M,qPCR,C_Bonnet,ADN_20_01465,HL003,librairie_143_haplotypes615
S_20_00967,SAMN36656362,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00967,NQ04_6029,BELUGA,Delphinapterus,leucas,NA,28,NA,SHS,Kangiqsujuaq,61.867,-72.183,2004,7,16,Kangiqsujuaq,NA,M,qPCR,S_Guillou,ADN_20_01481,HL053,librairie_143_haplotypes615
S_20_00955,SAMN36656353,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00955,ARRB_01_1116,BELUGA,Delphinapterus,leucas,NA,44,M,NHB,Repulse_Bay_Near Tikiraq,NA,NA,2001,9,3,Naujaat,NA,M,qPCR,S_Guillou,ADN_20_01512,HL060,librairie_143_haplotypes615
S_20_00957,SAMN36656354,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00957,ARRB_01_1146,BELUGA,Delphinapterus,leucas,NA,21,F,NHB,Repulse_Bay,NA,NA,2001,9,20,Naujaat,NA,F,qPCR,S_Guillou,ADN_20_01514,HL001,librairie_143_haplotypes615
S_20_00640,SAMN36656152,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00640,NQ04_6172,BELUGA,Delphinapterus,leucas,NA,18,NA,SHS,Salluit_Fjord,62.292,-75.483,2004,6,30,Salluit,NA,M,qPCR,C_Bonnet,ADN_20_04345,HL011,librairie_143_haplotypes615
S_20_00638,SAMN36656150,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00638,NQ04_6522,BELUGA,Delphinapterus,leucas,NA,22,NA,SHS,Falaise_Innijuaq,62.425,-75.4194,2004,7,1,Salluit,NA,F,qPCR,C_Bonnet,ADN_20_01584,HL001,librairie_143_haplotypes615
S_20_00896,SAMN37456024,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00896,NQ04_6523,BELUGA,Delphinapterus,leucas,NA,13,NA,SHS,Cap_Doucin,NA,NA,2004,7,1,Salluit,NA,M,qPCR,S_Guillou,ADN_20_01585,HL012,librairie_143_haplotypes615
S_20_00899,SAMN36656323,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00899,NQ04_6526,BELUGA,Delphinapterus,leucas,NA,NA,NA,SHS,Falaise_Naujaat_Akulliq,NA,NA,2004,7,1,Salluit,NA,F,qPCR,S_Guillou,ADN_20_01588,HL001,librairie_143_haplotypes615
S_20_03092,SAMN36656804,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_03092,DL97_128,BELUGA,Delphinapterus,leucas,NA,14,F,UNG,Baie_Qirnituup,60.0694,-69.6744,1997,7,12,Kangirsuk,NA,F,qPCR,C_Bonnet,ADN_20_01636,HL003,librairie_143_haplotypes615
S_20_03096,SAMN36656806,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_03096,DL97_148,BELUGA,Delphinapterus,leucas,NA,37,F,UNG,Baie_Qirnituup,60.0694,-69.6744,1997,7,7,Kangirsuk,NA,F,qPCR,S_Guillou,ADN_20_01638,HL004,librairie_143_haplotypes615
S_20_03118,SAMN36656814,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_03118,DL97_333,BELUGA,Delphinapterus,leucas,NA,36,M,UNG,Kuujjuaq,58.55527,-68.19138,1997,7,26,Kuujjuaq,NA,M,qPCR,S_Guillou,ADN_20_01641,HL012,librairie_143_haplotypes615
S_20_03095,SAMN36656805,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_03095,DL97_133,BELUGA,Delphinapterus,leucas,NA,25,F,UNG,Baie_Qirnituup,60.0694,-69.6744,1997,7,7,Kangirsuk,NA,F,qPCR,C_Bonnet,ADN_20_01655,HL001,librairie_143_haplotypes615
S_20_03088,SAMN36656801,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_03088,DL97_116,BELUGA,Delphinapterus,leucas,NA,15,M,SEH,Inukjuak,NA,NA,1997,8,4,Inukjuak,NA,F,qPCR,C_Bonnet,ADN_20_01656,HL009,librairie_143_haplotypes615
S_20_01873,SAMN36656641,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01873,KUUJJUARAPIK_93_8,BELUGA,Delphinapterus,leucas,NA,NA,NA,SEH,Kuujjuarapik,NA,NA,1993,NA,NA,NA,NA,F,qPCR,S_Guillou,ADN_20_01662,HL022,librairie_143_haplotypes615
S_20_03525,SAMN36656886,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_03525,UM94_15,BELUGA,Delphinapterus,leucas,NA,8,F,SEH,Nastapoka_River,56.91,-76.54416667,1994,8,16,Inukjuak,NA,U,qPCR,C_Bonnet,ADN_20_01669,HL049,librairie_143_haplotypes615
S_20_01791,SAMN36656630,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01791,IN94_08,BELUGA,Delphinapterus,leucas,NA,8,M,SEH,Nastapoka_River,56.91,-76.54416667,1994,8,NA,Inukjuak,NA,U,qPCR,S_Guillou,ADN_20_01675,HL008,librairie_143_haplotypes615
S_20_02912,SAMN36656769,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_02912,DL18_087,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Island_Qulluvik,60.159,-69.451,2018,6,24,Kangirsuk,NA,M,qPCR,S_Guillou,ADN_20_03872,NA,librairie_143_haplotypes615
S_20_02908,SAMN36656766,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_02908,DL18_076,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Island_Qulluvik,60.159,-69.451,2018,7,7,Aupaluk,NA,M,qPCR,S_Guillou,ADN_20_01695,HL001,librairie_143_haplotypes615
S_20_03218,SAMN36656828,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_03218,DL98_368,BELUGA,Delphinapterus,leucas,NA,17,M,SEH,Kuujjuarapik,55.625,-77.425,1998,7,17,Kuujjuaraapik,NA,M,qPCR,C_Bonnet,ADN_20_01700,HL016,librairie_143_haplotypes615
S_20_02911,SAMN36656768,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_02911,DL18_084,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Island_Qulluvik,NA,NA,2018,6,29,Kangirsuk,NA,M,qPCR,C_Bonnet,ADN_20_03871,HL001,librairie_143_haplotypes615
S_20_00649,SAMN36656159,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00649,NQDL_3245,BELUGA,Delphinapterus,leucas,NA,NA,NA,UNG,Aupaluk,59.49623,-69.72468,2001,7,5,Aupaluk,NA,M,qPCR,C_Bonnet,ADN_20_01733,HL014,librairie_143_haplotypes615
S_20_03035,SAMN36656789,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_03035,DLN01_06,BELUGA,Delphinapterus,leucas,NA,18,M,SEH,Nastapoka_Sound,57.34037,-76.66627,2001,8,3,Inukjuak,NA,M,qPCR,S_Guillou,ADN_20_01745,HL103,librairie_143_haplotypes615
S_20_03343,SAMN36656837,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_03343,DL_6074,BELUGA,Delphinapterus,leucas,NA,9,F,NEH,Puvirnituq,59.427,-77.759,2007,10,16,Puvirnituq,NA,F,qPCR,S_Guillou,ADN_20_03651,HL001,librairie_143_haplotypes615
S_20_03340,SAMN36656834,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_03340,DL_5211,BELUGA,Delphinapterus,leucas,NA,15,M,NEH,Puvirnituq,59.427,-77.759,2007,10,16,Puvirnituq,NA,M,qPCR,C_Bonnet,ADN_20_03648,HL001,librairie_143_haplotypes615
S_20_01706,SAMN36656599,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01706,DL09_183,BELUGA,Delphinapterus,leucas,NA,NA,M,SEH,Lac_Tasiujaq,56.11,-76.3,2009,7,7,Umiujaq,NA,F,qPCR,S_Guillou,ADN_20_06032,HL010,librairie_143_haplotypes615
S_20_01098,SAMN36656447,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01098,NQDL_3313,BELUGA,Delphinapterus,leucas,NA,19,NA,NEH,Cape_Smith,60.72451,-78.4678,2001,10,15,Puvirnituq,NA,M,qPCR,S_Guillou,ADN_20_01324,HL003,librairie_143_haplotypes615
S_20_03527,SAMN36656888,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_03527,DL_9270,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Baie_Kilualuk,56.136,-75.956,2007,8,5,Inukjuak,NA,F,qPCR,S_Guillou,ADN_20_01783,HL001,librairie_143_haplotypes615
S_20_02611,SAMN36656740,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_02611,DL17_053,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Tasiujaq,58.73,-69.838,2017,6,29,Tasiujaq,NA,M,qPCR,S_Guillou,ADN_20_02895,HL073,librairie_143_haplotypes615
S_20_00835,SAMN36656292,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_00835,NA99_DL_00_181,BELUGA,Delphinapterus,leucas,NA,NA,NA,SEH,Nastapoka_River,56.91,-76.54416667,1999,NA,NA,NA,NA,F,qPCR,S_Guillou,ADN_20_01188,HL009,librairie_143_haplotypes615
S_20_01629,SAMN36656587,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01629,DL09_174,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Lac_Tasiujaq,56.11,-76.3,2009,7,25,Inukjuak,NA,F,qPCR,S_Guillou,ADN_20_01791,HL009,librairie_143_haplotypes615
S_20_01630,SAMN36656588,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01630,DL09_185,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Lac_Tasiujaq,56.11,-76.3,2009,7,21,Umiujaq,NA,F,qPCR,S_Guillou,ADN_20_01806,HL009,librairie_143_haplotypes615
S_20_01707,SAMN36656600,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01707,DL_9262,BELUGA,Delphinapterus,leucas,NA,NA,M,SEH,Baie_Kilualuk,56.136,-75.956,2007,8,5,Inukjuak,NA,M,qPCR,S_Guillou,ADN_20_01813,HL001,librairie_143_haplotypes615
S_20_02374,SAMN36656718,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_02374,DL17_194,BELUGA,Delphinapterus,leucas,NA,NA,M,NEH,Akulivik,NA,NA,2018,10,20,Akulivik,NA,M,qPCR,S_Guillou,ADN_20_03313,HL001,librairie_143_haplotypes615
S_20_02258,SAMN36656700,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_02258,DL15_060,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Baie_Ungavatuaq,58.629,-69.798,2015,7,4,Tasiujaq,NA,F,qPCR,S_Guillou,ADN_20_01839,HL003,librairie_143_haplotypes615
S_20_02104,SAMN36656678,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_02104,DL18_268,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Kuujjuarapik,NA,NA,2018,7,7,Kuujjuaraapik,NA,F,qPCR,S_Guillou,ADN_20_01845,HL009,librairie_143_haplotypes615
S_20_02635,SAMN36656744,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_02635,DL16_046,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Baie_Ungavatuaq,58.699,-69.798,2016,7,27,Tasiujaq,NA,F,qPCR,C_Bonnet,ADN_20_01849,HL004,librairie_143_haplotypes615
S_20_02350,SAMN36656709,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_02350,DL13_020,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Baie_Ungavatuaq,58.629,-69.798,2018,7,20,Kangiqsualujjuaq,NA,F,qPCR,C_Bonnet,ADN_20_01857,HL053,librairie_143_haplotypes615
S_20_01210,SAMN36656482,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01210,DL17_235,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Inukjuak,NA,NA,2017,7,2,Inukjuak,NA,F,qPCR,S_Guillou,ADN_20_01858,HL001,librairie_143_haplotypes615
S_20_02115,SAMN36656681,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_02115,DL18_305,BELUGA,Delphinapterus,leucas,NA,NA,NA,UNG,Islands_Pakkiviit,58.26,-68.269,2018,7,22,Kuujjuaq,NA,F,qPCR,S_Guillou,ADN_20_01862,HL003,librairie_143_haplotypes615
S_20_02102,SAMN36656676,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_02102,DL18_192,BELUGA,Delphinapterus,leucas,NA,NA,F,NEH,Akulivik,NA,NA,2018,10,20,Akulivik,NA,M,qPCR,S_Guillou,ADN_20_03265,HL008,librairie_143_haplotypes615
S_20_01986,SAMN36656664,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01986,DL10_226,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Tasiujaq,58.696,-69.93,2010,8,12,Tasiujaq,NA,F,qPCR,S_Guillou,ADN_20_01871,HL003,librairie_143_haplotypes615
S_20_02353,SAMN36656711,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_02353,DL15_193,BELUGA,Delphinapterus,leucas,NA,NA,F,NEH,Akulivik,NA,NA,2018,10,17,Akulivik,NA,F,qPCR,S_Guillou,ADN_20_03297,HL112,librairie_143_haplotypes615
S_20_02100,SAMN36656675,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_02100,DL18_186,BELUGA,Delphinapterus,leucas,NA,NA,F,NEH,Akulivik,NA,NA,2018,10,29,Akulivik,NA,F,qPCR,C_Bonnet,ADN_22_00515,HL003,librairie_143_haplotypes615
S_20_02255,SAMN36656697,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_02255,DL15_044,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Cap_Qalirusiq,58.953,-69.695,2015,7,11,Tasiujaq,NA,F,qPCR,S_Guillou,ADN_20_01883,HL001,librairie_143_haplotypes615
S_20_01896,SAMN36656647,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01896,DL99_085,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Aupaluk,59.45833333,-69.80555556,1999,7,21,Aupaluk,NA,M,qPCR,C_Bonnet,ADN_20_01885,HL003,librairie_143_haplotypes615
S_20_01900,SAMN36656649,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01900,DL99_002,BELUGA,Delphinapterus,leucas,NA,NA,F,SHS,Tupirvikallak,61.59722222,-71.7,1999,6,18,Kangiqsujuaq,NA,M,qPCR,C_Bonnet,ADN_20_01887,HL001,librairie_143_haplotypes615
S_20_01906,SAMN36656651,ddRADseq,2019,SCI029054,PE_20_00004,MOBELS,G_20_01906,DL99_077,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Aupaluk,59.45833333,-69.80555556,1999,7,15,Aupaluk,NA,M,qPCR,S_Guillou,ADN_20_01889,HL003,librairie_143_haplotypes615
