Fasta Header,SampleID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Region2,Harvest Region,SampleID,Mitochondrial clade
266.SHS.2019.BELUGA.ADN_20_02312.S_20_01181.mito (bases 1 to 16386),S_20_01181,-1.186336853,3.874051048,0.290731258,0.039161826,0.066460805,0.032837464,-0.084919794,-0.032439749,0.753529798,-0.072771924,266.SHS.2019.BELUGA.ADN_20_02312.S_20_01181.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_01181,Clade C
264.SHS.2018.BELUGA.ADN_20_03983.S_20_02927.mito (bases 1 to 16386),S_20_02927,-1.185185344,3.882042554,0.284760026,0.029203371,0.057627842,0.046695043,-0.06866833,-0.002448621,0.729656713,-0.349160602,264.SHS.2018.BELUGA.ADN_20_03983.S_20_02927.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_02927,Clade C
267.SHS.2019.BELUGA.ADN_20_02310.S_20_01680.mito (bases 1 to 16386),S_20_01680,-1.098621992,3.895299938,0.313543445,0.02453068,-0.012534962,-0.317158422,-0.04190302,-0.09103338,0.559928409,0.016784929,267.SHS.2019.BELUGA.ADN_20_02310.S_20_01680.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_01680,Clade C
276.SHS.2019.BELUGA.ADN_20_04606.S_20_01149.mito (bases 1 to 16386),S_20_01149,-1.098621992,3.895299938,0.313543445,0.02453068,-0.012534962,-0.317158422,-0.04190302,-0.09103338,0.559928409,0.016784929,276.SHS.2019.BELUGA.ADN_20_04606.S_20_01149.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_01149,Clade C
MW316180:Canada.StLawrenceEstuary (bases 1 to 16385),,-2.03681444,-1.377944804,0.033154678,-0.413242962,0.190692445,0.004206622,-0.454658466,0.085979385,-0.002732148,-0.008925087,MW316180:Canada.StLawrenceEstuary (bases 1 to 16385),Canada: Saint Lawrence Island,,Clade D
356.SLE.2019.BELUGA.ADN_20_05092.S_20_03538.mito (bases 1 to 16386),S_20_03538,-2.061996456,-1.2142383,0.125063679,-0.611071044,0.318428792,0.03719459,-0.044424367,-0.068909179,0.009977242,-0.046470525,356.SLE.2019.BELUGA.ADN_20_05092.S_20_03538.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_03538,Clade D
363.SLE.2009.BELUGA.ADN_20_04495.S_20_01779.mito (bases 1 to 16386),S_20_01779,9.667646587,-0.510564606,-0.01961945,-0.278393655,-0.355319409,-0.053965024,0.342721825,0.997893581,0.004605411,-0.021342727,363.SLE.2009.BELUGA.ADN_20_04495.S_20_01779.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_01779,Clade A
MW316181:Canada.StLawrenceEstuary (bases 1 to 16385),,9.666652045,-0.510357586,-0.019560381,-0.276934331,-0.353352334,-0.053475457,0.339024179,0.984938214,0.004541246,-0.020950171,MW316181:Canada.StLawrenceEstuary (bases 1 to 16385),Canada: Saint Lawrence Island,,Clade A
362.SLE.2015.BELUGA.ADN_20_04295.S_20_01783.mito (bases 1 to 16386),S_20_01783,9.767602797,-0.388713425,-0.05393576,1.268068312,2.057227085,-0.064353892,-0.207819932,-0.436440708,0.065493357,-0.153956557,362.SLE.2015.BELUGA.ADN_20_04295.S_20_01783.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_01783,Clade A
343.SLE.2018.BELUGA.ADN_20_04288.S_20_01797.mito (bases 1 to 16386),S_20_01797,9.850453837,-0.384496527,-0.030984519,1.224044523,1.98389545,-0.353178988,-0.212288946,-0.455416436,-0.150983033,-0.077690887,343.SLE.2018.BELUGA.ADN_20_04288.S_20_01797.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_01797,Clade A
345.SLE.2019.BELUGA.ADN_20_05796.S_20_03532.mito (bases 1 to 16386),S_20_03532,9.850453837,-0.384496527,-0.030984519,1.224044523,1.98389545,-0.353178988,-0.212288946,-0.455416436,-0.150983033,-0.077690887,345.SLE.2019.BELUGA.ADN_20_05796.S_20_03532.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_03532,Clade A
346.SLE.2018.BELUGA.ADN_20_04289.S_20_01763.mito (bases 1 to 16386),S_20_01763,9.850453837,-0.384496527,-0.030984519,1.224044523,1.98389545,-0.353178988,-0.212288946,-0.455416436,-0.150983033,-0.077690887,346.SLE.2018.BELUGA.ADN_20_04289.S_20_01763.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_01763,Clade A
358.SLE.2019.BELUGA.ADN_20_05813.S_20_03659.mito (bases 1 to 16386),S_20_03659,9.850453837,-0.384496527,-0.030984519,1.224044523,1.98389545,-0.353178988,-0.212288946,-0.455416436,-0.150983033,-0.077690887,358.SLE.2019.BELUGA.ADN_20_05813.S_20_03659.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_03659,Clade A
365.SLE.2019.BELUGA.ADN_20_05093.S_20_03539.mito (bases 1 to 16386),S_20_03539,9.850453837,-0.384496527,-0.030984519,1.224044523,1.98389545,-0.353178988,-0.212288946,-0.455416436,-0.150983033,-0.077690887,365.SLE.2019.BELUGA.ADN_20_05093.S_20_03539.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_03539,Clade A
366.NA.NA.BELUGA.ADN_20_05792.S_20_01762.mito (bases 1 to 16386),S_20_01762,9.850453837,-0.384496527,-0.030984519,1.224044523,1.98389545,-0.353178988,-0.212288946,-0.455416436,-0.150983033,-0.077690887,366.NA.NA.BELUGA.ADN_20_05792.S_20_01762.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_01762,Clade A
349.SLE.2017.BELUGA.ADN_20_05740.S_20_01785.mito (bases 1 to 16386),S_20_01785,9.850453837,-0.384496527,-0.030984519,1.224044523,1.98389545,-0.353178988,-0.212288946,-0.455416436,-0.150983033,-0.077690887,349.SLE.2017.BELUGA.ADN_20_05740.S_20_01785.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_01785,Clade A
353.SLE.2009.BELUGA.ADN_20_04293.S_20_03664.mito (bases 1 to 16386),S_20_03664,9.850453837,-0.384496527,-0.030984519,1.224044523,1.98389545,-0.353178988,-0.212288946,-0.455416436,-0.150983033,-0.077690887,353.SLE.2009.BELUGA.ADN_20_04293.S_20_03664.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_03664,Clade A
354.SLE.2019.BELUGA.ADN_20_05814.S_20_03531.mito (bases 1 to 16386),S_20_03531,9.850453837,-0.384496527,-0.030984519,1.224044523,1.98389545,-0.353178988,-0.212288946,-0.455416436,-0.150983033,-0.077690887,354.SLE.2019.BELUGA.ADN_20_05814.S_20_03531.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_03531,Clade A
MW316183:Canada.StLawrenceEstuary (bases 1 to 16386),,9.850453837,-0.384496527,-0.030984519,1.224044523,1.98389545,-0.353178988,-0.212288946,-0.455416436,-0.150983033,-0.077690887,MW316183:Canada.StLawrenceEstuary (bases 1 to 16386),Canada: Saint Lawrence Island,,Clade A
MW316184:Canada.StLawrenceEstuary (bases 1 to 16386),,9.850453837,-0.384496527,-0.030984519,1.224044523,1.98389545,-0.353178988,-0.212288946,-0.455416436,-0.150983033,-0.077690887,MW316184:Canada.StLawrenceEstuary (bases 1 to 16386),Canada: Saint Lawrence Island,,Clade A
MW316186:Canada.StLawrenceEstuary (bases 1 to 16386),,9.850453837,-0.384496527,-0.030984519,1.224044523,1.98389545,-0.353178988,-0.212288946,-0.455416436,-0.150983033,-0.077690887,MW316186:Canada.StLawrenceEstuary (bases 1 to 16386),Canada: Saint Lawrence Island,,Clade A
MW316187:Canada.StLawrenceEstuary (bases 1 to 16386),,9.850453837,-0.384496527,-0.030984519,1.224044523,1.98389545,-0.353178988,-0.212288946,-0.455416436,-0.150983033,-0.077690887,MW316187:Canada.StLawrenceEstuary (bases 1 to 16386),Canada: Saint Lawrence Island,,Clade A
347.SLE.2017.BELUGA.ADN_20_04284.S_20_01788.mito (bases 1 to 16386),S_20_01788,9.820862257,-0.380522142,-0.028073572,1.034322525,1.663818599,-0.264657363,-0.150088366,-0.280978776,-0.095239386,-0.032835362,347.SLE.2017.BELUGA.ADN_20_04284.S_20_01788.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_01788,Clade A
355.SLE.2010.BELUGA.ADN_20_05806.S_20_03535.mito (bases 1 to 16386),S_20_03535,9.82086853,-0.38046184,-0.027770206,1.033030831,1.664668285,-0.264289301,-0.145901225,-0.283127862,-0.095170945,-0.033587949,355.SLE.2010.BELUGA.ADN_20_05806.S_20_03535.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_03535,Clade A
MW316182:Canada.StLawrenceEstuary (bases 1 to 16385),,9.821080568,-0.37996995,-0.028131852,1.036457283,1.662676108,-0.264640905,-0.145189935,-0.282039008,-0.095174207,-0.032561789,MW316182:Canada.StLawrenceEstuary (bases 1 to 16385),Canada: Saint Lawrence Island,,Clade A
359.SLE.2010.BELUGA.ADN_20_05810.S_20_03480.mito (bases 1 to 16386),S_20_03480,9.820070242,-0.379815882,-0.028047154,1.031024234,1.653471409,-0.262240096,-0.143623472,-0.278377376,-0.093848183,-0.031962881,359.SLE.2010.BELUGA.ADN_20_05810.S_20_03480.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_03480,Clade A
364.SLE.2017.BELUGA.ADN_20_04281.S_20_01766.mito (bases 1 to 16386),S_20_01766,9.820070242,-0.379815882,-0.028047154,1.031024234,1.653471409,-0.262240096,-0.143623472,-0.278377376,-0.093848183,-0.031962881,364.SLE.2017.BELUGA.ADN_20_04281.S_20_01766.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_01766,Clade A
344.SLE.2019.BELUGA.ADN_20_05812.S_20_03537.mito (bases 1 to 16386),S_20_03537,9.820070242,-0.379815882,-0.028047154,1.031024234,1.653471409,-0.262240096,-0.143623472,-0.278377376,-0.093848183,-0.031962881,344.SLE.2019.BELUGA.ADN_20_05812.S_20_03537.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_03537,Clade A
MW316185:Canada.StLawrenceEstuary (bases 1 to 16385),,9.803859409,-0.377315751,-0.026470311,0.926256394,1.473873745,-0.212016286,-0.105551574,-0.179630181,-0.061649964,-0.006068562,MW316185:Canada.StLawrenceEstuary (bases 1 to 16385),Canada: Saint Lawrence Island,,Clade A
MW316188:Canada.StLawrenceEstuary (bases 1 to 16386),,9.803859409,-0.377315751,-0.026470311,0.926256394,1.473873745,-0.212016286,-0.105551574,-0.179630181,-0.061649964,-0.006068562,MW316188:Canada.StLawrenceEstuary (bases 1 to 16386),Canada: Saint Lawrence Island,,Clade A
350.SLE.2018.BELUGA.ADN_20_04285.S_20_01764.mito (bases 1 to 16386),S_20_01764,9.8018423,-0.377009767,-0.02631092,0.916545629,1.457554794,-0.208169485,-0.103273969,-0.174966007,-0.059932076,-0.005845324,350.SLE.2018.BELUGA.ADN_20_04285.S_20_01764.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_01764,Clade A
351.SLE.2009.BELUGA.ADN_20_04491.S_20_01781.mito (bases 1 to 16386),S_20_01781,-1.11167095,3.834893954,0.214601587,-0.422681464,-0.570219335,-2.238856706,-0.030308027,-0.212732375,-0.751299656,0.15298087,351.SLE.2009.BELUGA.ADN_20_04491.S_20_01781.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_01781,Clade C
352.SLE.2018.BELUGA.ADN_20_04287.S_20_01777.mito (bases 1 to 16386),S_20_01777,-1.184244205,3.87412826,0.283502232,0.023195147,0.075868186,0.025077935,-0.080646294,-0.03435606,0.744586455,-0.067361392,352.SLE.2018.BELUGA.ADN_20_04287.S_20_01777.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_01777,Clade C
348.SLE.2019.BELUGA.ADN_20_05794.S_20_03540.mito (bases 1 to 16386),S_20_03540,-1.186580772,3.877195283,0.292470606,0.039492161,0.067257571,0.033372579,-0.086745492,-0.033330057,0.775000736,-0.075447826,348.SLE.2019.BELUGA.ADN_20_05794.S_20_03540.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_03540,Clade C
357.SLE.2011.BELUGA.ADN_20_05805.S_20_01773.mito (bases 1 to 16386),S_20_01773,-1.186580772,3.877195283,0.292470606,0.039492161,0.067257571,0.033372579,-0.086745492,-0.033330057,0.775000736,-0.075447826,357.SLE.2011.BELUGA.ADN_20_05805.S_20_01773.mito (bases 1 to 16386),Canada: Saint Lawrence Island,S_20_01773,Clade C
MW316279:Norway.Svalbard (bases 1 to 16385),,-2.036604885,-1.377385856,0.033054556,-0.411065352,0.18963088,0.004168111,-0.449699628,0.084848457,-0.002693544,-0.008757852,MW316279:Norway.Svalbard (bases 1 to 16385),Norway: Svalbard,,Clade D
MW316277:Norway.Svalbard (bases 1 to 16386),,9.52333218,-0.463457902,-0.017675434,-0.415821686,-0.604780984,-0.254964748,0.190419611,0.346266237,-0.160809506,0.088546935,MW316277:Norway.Svalbard (bases 1 to 16386),Norway: Svalbard,,Clade A
MW316285:Norway.Svalbard (bases 1 to 16385),,-0.97977506,3.632387212,0.168892437,-0.036619712,-0.039086012,0.113471132,-0.014845469,-0.327242538,0.522706096,-0.079213571,MW316285:Norway.Svalbard (bases 1 to 16385),Norway: Svalbard,,Clade C
MW316284:Norway.Svalbard (bases 1 to 16383),,-1.10264217,3.687280534,0.176107272,-0.219077489,-0.23746939,-0.197432371,0.001297384,0.050741172,0.310443462,-0.164492547,MW316284:Norway.Svalbard (bases 1 to 16383),Norway: Svalbard,,Clade C
MW316283:Norway.Svalbard (bases 1 to 16385),,-1.179105596,3.845522551,0.263949254,0.052926335,0.048266029,0.016698477,-0.025696021,-0.036166659,0.49921788,-0.039791361,MW316283:Norway.Svalbard (bases 1 to 16385),Norway: Svalbard,,Clade C
MW316278:Norway.Svalbard (bases 1 to 16386),,-1.179226534,3.847084106,0.264748532,0.053211285,0.048533948,0.016852379,-0.025966888,-0.036651834,0.506372972,-0.040550918,MW316278:Norway.Svalbard (bases 1 to 16386),Norway: Svalbard,,Clade C
MW316280:Norway.Svalbard (bases 1 to 16385),,-1.179542728,3.848283202,0.264493031,0.047529861,0.054033788,0.017107262,-0.009541239,-0.0382082,0.513868563,-0.036187134,MW316280:Norway.Svalbard (bases 1 to 16385),Norway: Svalbard,,Clade C
MW316281:Norway.Svalbard (bases 1 to 16385),,-1.179542728,3.848283202,0.264493031,0.047529861,0.054033788,0.017107262,-0.009541239,-0.0382082,0.513868563,-0.036187134,MW316281:Norway.Svalbard (bases 1 to 16385),Norway: Svalbard,,Clade C
MW316282:Norway.Svalbard (bases 1 to 16385),,-1.179542728,3.848283202,0.264493031,0.047529861,0.054033788,0.017107262,-0.009541239,-0.0382082,0.513868563,-0.036187134,MW316282:Norway.Svalbard (bases 1 to 16385),Norway: Svalbard,,Clade C
MW316247:Canada.NelsonRiver (bases 1 to 16385),,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,MW316247:Canada.NelsonRiver (bases 1 to 16385),Canada: South-West Hudson Bay,,Clade D
MW316246:Canada.NelsonRiver (bases 1 to 16382),,-2.190633163,-1.538407914,0.245997414,0.688555054,-0.408016357,-0.012667358,0.184933133,-0.049945174,-0.00140684,0.026944551,MW316246:Canada.NelsonRiver (bases 1 to 16382),Canada: South-West Hudson Bay,,Clade D
MW316251:Canada.NelsonRiver (bases 1 to 16381),,-2.186030539,-1.528227609,0.227667926,0.61045373,-0.384200745,-0.040695994,0.163345579,-0.031045926,-0.016103962,-0.014481641,MW316251:Canada.NelsonRiver (bases 1 to 16381),Canada: South-West Hudson Bay,,Clade D
MW316248:Canada.NelsonRiver (bases 1 to 16384),,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,MW316248:Canada.NelsonRiver (bases 1 to 16384),Canada: South-West Hudson Bay,,Clade D
MW316253:Canada.NelsonRiver (bases 1 to 16384),,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,MW316253:Canada.NelsonRiver (bases 1 to 16384),Canada: South-West Hudson Bay,,Clade D
MW316254:Canada.NelsonRiver (bases 1 to 16381),,-2.182239903,-1.390880455,0.351909365,0.949933946,-0.125383943,0.217805508,0.130176008,-0.126284202,0.179925961,0.15802863,MW316254:Canada.NelsonRiver (bases 1 to 16381),Canada: South-West Hudson Bay,,Clade D
MW316249:Canada.NelsonRiver (bases 1 to 16385),,-2.128845571,-1.376218871,0.02109297,-0.479552759,0.231204862,0.000845312,-0.636841824,0.1319255,-0.005382224,-0.02752283,MW316249:Canada.NelsonRiver (bases 1 to 16385),Canada: South-West Hudson Bay,,Clade D
MW316245:Canada.NelsonRiver (bases 1 to 16384),,-2.07343653,-1.366437589,-0.20037687,-0.357448123,0.43326262,-0.090476229,-0.185948385,0.447163131,0.020608069,0.11222857,MW316245:Canada.NelsonRiver (bases 1 to 16384),Canada: South-West Hudson Bay,,Clade D
MW316252:Canada.NelsonRiver (bases 1 to 16381),,-2.122712432,-1.36058345,0.019325525,-0.408409158,0.194882308,0.000619514,-0.442655048,0.083206095,-0.003221751,-0.01372772,MW316252:Canada.NelsonRiver (bases 1 to 16381),Canada: South-West Hudson Bay,,Clade D
MW316250:Canada.NelsonRiver (bases 1 to 16383),,-1.113189288,3.857393711,0.254255954,-0.463168648,-0.616541595,-2.599701009,-0.034643354,-0.266774559,-0.956881348,0.204779127,MW316250:Canada.NelsonRiver (bases 1 to 16383),Canada: South-West Hudson Bay,,Clade C
MW316216:Russia.UlbanskiyBay (bases 1 to 16382),,-1.846973903,-0.88748175,-0.085564326,-0.931571278,0.489357328,0.096018488,0.76589621,-0.42215293,-0.023800294,-0.104866913,MW316216:Russia.UlbanskiyBay (bases 1 to 16382),Russia: Ulbanskiy Bay,,Clade D
MW316213:Russia.UlbanskiyBay (bases 1 to 16385),,-1.924394659,-0.88112446,-0.129801527,-1.110796543,0.473403484,0.174110969,1.011419625,-0.859188377,-0.021585621,-0.148539897,MW316213:Russia.UlbanskiyBay (bases 1 to 16385),Russia: Ulbanskiy Bay,,Clade D
MW316217:Russia.UlbanskiyBay (bases 1 to 16373),,-1.937439231,-0.880116329,-0.109174771,-1.054625953,0.564219066,0.11819144,1.033103537,-0.628907786,-0.047630135,-0.19789909,MW316217:Russia.UlbanskiyBay (bases 1 to 16373),Russia: Ulbanskiy Bay,,Clade D
MW316215:Russia.UlbanskiyBay (bases 1 to 16385),,-1.937437379,-0.880112221,-0.109174385,-1.054607707,0.564210027,0.118190959,1.03314301,-0.628916454,-0.047631771,-0.197895369,MW316215:Russia.UlbanskiyBay (bases 1 to 16385),Russia: Ulbanskiy Bay,,Clade D
MW316211:Russia.UlbanskiyBay (bases 1 to 16376),,-1.932552385,-0.869342514,-0.099588037,-0.918847064,0.490330015,0.089304051,0.740079495,-0.40111795,-0.022900154,-0.101693294,MW316211:Russia.UlbanskiyBay (bases 1 to 16376),Russia: Ulbanskiy Bay,,Clade D
MW316210:Russia.UlbanskiyBay (bases 1 to 16382),,-1.93255197,-0.869341384,-0.099589305,-0.918852959,0.490333942,0.089304739,0.740076193,-0.401117182,-0.022899774,-0.101692775,MW316210:Russia.UlbanskiyBay (bases 1 to 16382),Russia: Ulbanskiy Bay,,Clade D
MW316212:Russia.UlbanskiyBay (bases 1 to 16384),,-1.932550119,-0.869337277,-0.099588918,-0.918834712,0.490324903,0.089304258,0.740115665,-0.401125849,-0.022901411,-0.101689054,MW316212:Russia.UlbanskiyBay (bases 1 to 16384),Russia: Ulbanskiy Bay,,Clade D
MW316214:Russia.UlbanskiyBay (bases 1 to 16385),,-0.949805989,1.199432947,-4.637774663,0.354475516,-0.478355832,0.096887483,-0.062690102,0.036169733,0.032393448,0.170541364,MW316214:Russia.UlbanskiyBay (bases 1 to 16385),Russia: Ulbanskiy Bay,,Clade B
MW316209:Russia.UlbanskiyBay (bases 1 to 16384),,-0.949920374,1.200989156,-4.637124638,0.352236273,-0.481547902,0.07620137,-0.063024744,0.033334381,0.021625877,0.173462524,MW316209:Russia.UlbanskiyBay (bases 1 to 16384),Russia: Ulbanskiy Bay,,Clade B
287.UNG.2019.BELUGA.ADN_20_02304.S_20_01178.mito (bases 1 to 16387),S_20_01178,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,287.UNG.2019.BELUGA.ADN_20_02304.S_20_01178.mito (bases 1 to 16387),Canada: Ungava Bay,S_20_01178,Clade D
288.UNG.2019.BELUGA.ADN_20_02305.S_20_01179.mito (bases 1 to 16386),S_20_01179,-2.123149263,-1.361687708,0.019442598,-0.412736237,0.197064233,0.000630962,-0.452417364,0.08542417,-0.003314098,-0.014251992,288.UNG.2019.BELUGA.ADN_20_02305.S_20_01179.mito (bases 1 to 16386),Canada: Ungava Bay,S_20_01179,Clade D
286.UNG.2019.BELUGA.ADN_20_02306.S_20_01180.mito (bases 1 to 16386),S_20_01180,-1.113189288,3.857393711,0.254255954,-0.463168648,-0.616541595,-2.599701009,-0.034643354,-0.266774559,-0.956881348,0.204779127,286.UNG.2019.BELUGA.ADN_20_02306.S_20_01180.mito (bases 1 to 16386),Canada: Ungava Bay,S_20_01180,Clade C
KY444734:Russia.Vladivostok (bases 1 to 16386),,-1.896118868,-0.896262374,-0.360871359,-1.202867494,1.005114612,0.055414363,1.764324612,-0.083745393,-0.09998007,0.4094833,KY444734:Russia.Vladivostok (bases 1 to 16386),Russia: Vladivostok,,Clade D
NC_034236:Russia.Vladivostok (bases 1 to 16386),,-1.896118868,-0.896262374,-0.360871359,-1.202867494,1.005114612,0.055414363,1.764324612,-0.083745393,-0.09998007,0.4094833,NC_034236:Russia.Vladivostok (bases 1 to 16386),Russia: Vladivostok,,Clade D
17.NWH.1999.BELUGA.ADN_20_01402.S_20_00682.mito (bases 1 to 16387),S_20_00682,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,17.NWH.1999.BELUGA.ADN_20_01402.S_20_00682.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_00682,Clade D
37.NWH.2005.BELUGA.ADN_20_04712.S_20_01308.mito (bases 1 to 16387),S_20_01308,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,37.NWH.2005.BELUGA.ADN_20_04712.S_20_01308.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01308,Clade D
49.NWH.2011.BELUGA.ADN_20_04829.S_20_01419.mito (bases 1 to 16387),S_20_01419,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,49.NWH.2011.BELUGA.ADN_20_04829.S_20_01419.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01419,Clade D
53.NWH.1997.BELUGA.ADN_20_04692.S_20_01322.mito (bases 1 to 16386),S_20_01322,-2.116227466,-1.544029602,0.233627473,0.680681745,-0.290075204,-0.098213395,0.221502117,0.198678423,-0.037871518,-0.055005107,53.NWH.1997.BELUGA.ADN_20_04692.S_20_01322.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_01322,Clade D
15.NWH.2014.BELUGA.ADN_20_04776.S_20_01363.mito (bases 1 to 16387),S_20_01363,-2.190633163,-1.538407914,0.245997414,0.688555054,-0.408016357,-0.012667358,0.184933133,-0.049945174,-0.00140684,0.026944551,15.NWH.2014.BELUGA.ADN_20_04776.S_20_01363.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01363,Clade D
34.NWH.1999.BELUGA.ADN_20_04710.S_20_01310.mito (bases 1 to 16387),S_20_01310,-2.177720481,-1.534985345,0.235607529,0.636393151,-0.385277845,-0.048961247,0.182717007,0.002196556,-0.010690539,-0.020065902,34.NWH.1999.BELUGA.ADN_20_04710.S_20_01310.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01310,Clade D
373.NarwhalNWH.2003.NARVAL.ADN_20_02330.S_20_01213.mito (bases 1 to 16387),S_20_01213,-2.18802597,-1.53383975,0.229921447,0.642408484,-0.395993469,-0.049772691,0.199574588,-0.002624777,-0.016110153,-0.000378974,373.NarwhalNWH.2003.NARVAL.ADN_20_02330.S_20_01213.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01213,Clade D
41.NWH.1999.BELUGA.ADN_20_02055.S_20_00830.mito (bases 1 to 16386),S_20_00830,-2.187606858,-1.532588443,0.232663784,0.634511039,-0.40025793,-0.043630245,0.177720735,-0.034447952,-0.018026707,-0.016940766,41.NWH.1999.BELUGA.ADN_20_02055.S_20_00830.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_00830,Clade D
MW316104:Canada.Arviat (bases 1 to 16379),,-2.186257344,-1.528852125,0.228359249,0.613686432,-0.386354598,-0.041075169,0.165126991,-0.031456472,-0.016335955,-0.01476785,MW316104:Canada.Arviat (bases 1 to 16379),Canada: Western Hudson Bay,,Clade D
27.NWH.2009.BELUGA.ADN_20_04617.S_20_01230.mito (bases 1 to 16387),S_20_01230,-2.18625639,-1.528837019,0.228363175,0.61369638,-0.386373602,-0.041090686,0.16516915,-0.031460368,-0.016302931,-0.014789793,27.NWH.2009.BELUGA.ADN_20_04617.S_20_01230.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01230,Clade D
MW316105:Canada.Arviat (bases 1 to 16384),,-2.185805632,-1.527607701,0.226980405,0.607236905,-0.38206194,-0.040323422,0.161564012,-0.030637564,-0.015876422,-0.01421029,MW316105:Canada.Arviat (bases 1 to 16384),Canada: Western Hudson Bay,,Clade D
MW316237:Canada.Churchill (bases 1 to 16381),,-2.185582622,-1.526992404,0.226296637,0.604035558,-0.379937778,-0.039957128,0.159781415,-0.030231138,-0.015653585,-0.013952641,MW316237:Canada.Churchill (bases 1 to 16381),Canada: Western Hudson Bay,,Clade D
25.NWH.2008.BELUGA.ADN_20_04772.S_20_01374.mito (bases 1 to 16387),S_20_01374,-2.185581184,-1.526989434,0.226298277,0.604059567,-0.379950655,-0.03995825,0.159824585,-0.030240957,-0.01565567,-0.013949677,25.NWH.2008.BELUGA.ADN_20_04772.S_20_01374.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01374,Clade D
19.NWH.1999.BELUGA.ADN_20_04722.S_20_01298.mito (bases 1 to 16387),S_20_01298,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,19.NWH.1999.BELUGA.ADN_20_04722.S_20_01298.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01298,Clade D
26.NWH.2009.BELUGA.ADN_20_04620.S_20_01233.mito (bases 1 to 16387),S_20_01233,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,26.NWH.2009.BELUGA.ADN_20_04620.S_20_01233.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01233,Clade D
28.NWH.2012.BELUGA.ADN_20_04986.S_20_01514.mito (bases 1 to 16387),S_20_01514,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,28.NWH.2012.BELUGA.ADN_20_04986.S_20_01514.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01514,Clade D
