"Numero_unique_specimen","Numero_reception_specimen","Numero_unique_groupe","Nom_commun","Genre","Espece","Couleur_individu","Age","Sexe_visuel","Region_echantillonnage","Lieu_echantillonnage","Latitude_echantillonnage_DD","Longitude_echantillonnage_DD","Annee_echantillonnage","Mois_echantillonnage","Jour_echantillonnage","Communaute","Nom_chasseur","Sexe_laboratoire","Technique_sexage","Responsable_sexage","Numero_unique_extrait","Haplotype","Librairie_ref"
"S_20_01852","DL_8005","G_20_01852","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Nuvuk","60.771","-69.418",2006,"6",13,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03532","HL001","librairie_143_haplotypes615"
"S_20_01853","DL_8007","G_20_01853","BELUGA","Delphinapterus","leucas",NA,8,"F","SHS","Nuvuk","60.771","-69.418",2006,"6",13,"Quaqtaq",NA,"F","qPCR","C_Bonnet","ADN_20_03533","HL010","librairie_143_haplotypes615"
"S_20_01854","DL_5210","G_20_01854","BELUGA","Delphinapterus","leucas",NA,12,"F","SHS","Ivujivik","62.417","-77.911",2007,"7",20,"Ivujivik",NA,"F","qPCR","S_Guillou","ADN_20_03534","HL104","librairie_143_haplotypes615"
"S_20_01855","DL_2008_Quaqtaq_07","G_20_01855","BELUGA","Delphinapterus","leucas",NA,32,"F","UNG",NA,NA,NA,2008,"11",5,"Kangiqsualujjuaq",NA,"U","qPCR","S_Guillou","ADN_20_03522","HL003","librairie_143_haplotypes615"
"S_20_01856","DL_2008_Quaqtaq_06","G_20_01856","BELUGA","Delphinapterus","leucas",NA,15,"F","UNG",NA,NA,NA,2008,"11",5,"Kangiqsualujjuaq",NA,"F","qPCR","S_Guillou","ADN_20_03537",NA,"librairie_143_haplotypes615"
"S_20_01857","DL_2008_Quaqtaq_05","G_20_01857","BELUGA","Delphinapterus","leucas",NA,21,"M","UNG",NA,NA,NA,2008,"11",5,"Kangiqsualujjuaq",NA,"M","qPCR","S_Guillou","ADN_20_03538","HL003","librairie_143_haplotypes615"
"S_20_01858","DL_2008_Quaqtaq_04","G_20_01858","BELUGA","Delphinapterus","leucas",NA,32,"F","UNG",NA,NA,NA,2008,"11",5,"Kangiqsualujjuaq",NA,"M","qPCR","C_Bonnet","ADN_20_03539","HL003","librairie_143_haplotypes615"
"S_20_01859","DL_2008_Quaqtaq_03","G_20_01859","BELUGA","Delphinapterus","leucas",NA,24,"M","UNG",NA,NA,NA,2008,"11",4,"Kangiqsualujjuaq",NA,"F","qPCR","S_Guillou","ADN_20_03540","HL003","librairie_143_haplotypes615"
"S_20_01860","DL_2008_Quaqtaq_02","G_20_01860","BELUGA","Delphinapterus","leucas",NA,17,"M","UNG",NA,NA,NA,2008,"11",4,"Kangiqsualujjuaq",NA,"M","qPCR","C_Bonnet","ADN_20_03541","HL001","librairie_143_haplotypes615"
"S_20_01861","DL_2008_Quaqtaq_01","G_20_01861","BELUGA","Delphinapterus","leucas",NA,16,"F","UNG",NA,NA,NA,2008,"11",7,"Kangiqsualujjuaq",NA,"F","qPCR","C_Bonnet","ADN_20_03542","HL049","librairie_143_haplotypes615"
"S_20_01862","DL_Qc_1","G_20_01862","BELUGA","Delphinapterus","leucas",NA,23,"F","SHS","Pointe_Naujaat","61.006","-69.401",2008,"6",10,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_05043","HL003","librairie_143_haplotypes615"
"S_20_01863","SAL_90_1","G_20_01863","BELUGA","Delphinapterus","leucas",NA,NA,"F","SEH","Kuujjuarapik",NA,NA,1990,NA,NA,NA,NA,"F","qPCR","S_Guillou","ADN_20_01668","HL003","librairie_143_haplotypes615"
"S_20_01864","GW94_15","G_20_01864","BELUGA","Delphinapterus","leucas",NA,21,"F","SEH","Kuujjuarapik","55.28055","-77.7533",1994,"7",25,"Kuujjuaraapik",NA,"F","qPCR","C_Bonnet","ADN_20_01680","HL071","librairie_143_haplotypes615"
"S_20_01865","I_DL_90_8","G_20_01865","BELUGA","Delphinapterus","leucas",NA,NA,"F","SEH","Kuujjuarapik",NA,NA,1990,NA,NA,NA,NA,"M","qPCR","S_Guillou","ADN_20_01754","HL020","librairie_143_haplotypes615"
"S_20_01866","WA94_01","G_20_01866","BELUGA","Delphinapterus","leucas",NA,20,"M","SHS","Baie_Kangiararjuk","61.56166","-71.6525",1994,"10",19,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_02634","HL003","librairie_143_haplotypes615"
"S_20_01867","IN94_02","G_20_01867","BELUGA","Delphinapterus","leucas",NA,18,"M","SEH","Nastapoka_River","56.91","-76.5441666666667",1994,"8",16,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_02630","HL016","librairie_143_haplotypes615"
"S_20_01868","UM94_10","G_20_01868","BELUGA","Delphinapterus","leucas",NA,10,"F","SEH","Nastapoka_River","56.91","-76.5441666666667",1994,"8",16,"Umiujaq",NA,"M","qPCR","C_Bonnet","ADN_20_05094",NA,NA
"S_20_01869","WA94_05","G_20_01869","BELUGA","Delphinapterus","leucas",NA,22,"M","SHS","Baie_Kangiararjuk","61.56166","-71.6525",1994,"10",19,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_02635","HL012","librairie_143_haplotypes615"
"S_20_01870","WA94_09","G_20_01870","BELUGA","Delphinapterus","leucas",NA,6,"F","SHS","Baie_Kangiararjuk","61.56166","-71.6525",1994,"10",19,"Kangiqsujuaq",NA,"F","qPCR","S_Guillou","ADN_20_02636","HL001","librairie_143_haplotypes615"
"S_20_01871","WA94_13","G_20_01871","BELUGA","Delphinapterus","leucas",NA,20,"M","SHS","Baie_Kangiararjuk","61.56166","-71.6525",1994,"10",19,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_02637","HL012","librairie_143_haplotypes615"
"S_20_01872","WA94_21","G_20_01872","BELUGA","Delphinapterus","leucas",NA,23,"M","SHS","Kangirsuapik","61.867","-72.183",1994,"10",17,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_02826","HL003","librairie_143_haplotypes615"
"S_20_01873","KUUJJUARAPIK_93_8","G_20_01873","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SEH","Kuujjuarapik",NA,NA,1993,NA,NA,NA,NA,"F","qPCR","S_Guillou","ADN_20_01662","HL022","librairie_143_haplotypes615"
"S_20_01874","TA94_10","G_20_01874","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Baie_Ungavatuaq","58.629166","-69.79805",1994,"8",16,"Tasiujaq",NA,"M","qPCR","C_Bonnet","ADN_20_01908","HL056","librairie_143_haplotypes615"
"S_20_01875","UM94_13","G_20_01875","BELUGA","Delphinapterus","leucas",NA,10,"F","SEH","Nastapoka_River","56.91","-76.5441666666667",1994,"8",16,"Umiujaq",NA,"U","qPCR","C_Bonnet","ADN_20_05095",NA,"librairie_143_haplotypes615"
"S_20_01876","IN94_05","G_20_01876","BELUGA","Delphinapterus","leucas",NA,8,"F","SEH","Nastapoka_River","56.91","-76.5441666666667",1994,"8",16,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_02631","HL010","librairie_143_haplotypes615"
"S_20_01877","KG94_10","G_20_01877","BELUGA","Delphinapterus","leucas",NA,1,"F","UNG","Kangirsuk","60.0666666666667","-70.0777777777778",1994,NA,NA,"Kangirsuk",NA,"F","qPCR","C_Bonnet","ADN_20_02822","HL056","librairie_143_haplotypes615"
"S_20_01878","TA94_08","G_20_01878","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Baie_Ungavatuaq","58.629166","-69.79805",1994,"8",16,"Tasiujaq",NA,"F","qPCR","C_Bonnet","ADN_20_01900","HL003","librairie_143_haplotypes615"
"S_20_01879","UD95_3","G_20_01879","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SEH",NA,NA,NA,1995,"7",13,"Umiujaq",NA,"M","qPCR","S_Guillou","ADN_20_05044","HL016","librairie_143_haplotypes615"
"S_20_01880","WA94_17","G_20_01880","BELUGA","Delphinapterus","leucas",NA,28,"M","SHS","Kangirsuapik","61.867","-72.183",1994,"10",17,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_02824","HL034","librairie_143_haplotypes615"
"S_20_01881","WA94_18","G_20_01881","BELUGA","Delphinapterus","leucas",NA,16,"M","SHS","Baie_Kangiararjuk","61.56166","-71.6525",1994,"10",19,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_02638","HL003","librairie_143_haplotypes615"
"S_20_01882","WA94_20","G_20_01882","BELUGA","Delphinapterus","leucas",NA,38,"M","SHS","Kangirsuapik","61.867","-72.183",1994,"10",17,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_02006","HL003","librairie_143_haplotypes615"
"S_20_01883","WA94_10","G_20_01883","BELUGA","Delphinapterus","leucas",NA,29,"M","SHS","Kangirsuapik","61.867","-72.183",1994,"10",17,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_02823","HL003","librairie_143_haplotypes615"
"S_20_01884","WA94_29","G_20_01884","BELUGA","Delphinapterus","leucas",NA,27,"F","SHS","Baie_Kangiararjuk","61.56166","-71.6525",1994,"10",19,"Kangiqsujuaq",NA,"F","qPCR","S_Guillou","ADN_20_02639","HL001","librairie_143_haplotypes615"
"S_20_01885","UD95_1","G_20_01885","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SEH",NA,NA,NA,1995,"7",13,"Umiujaq",NA,"M","qPCR","S_Guillou","ADN_20_05045","HL016","librairie_143_haplotypes615"
"S_20_01886","DLGW95_04","G_20_01886","BELUGA","Delphinapterus","leucas",NA,11,NA,"SEH",NA,NA,NA,1995,"7",7,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_02832","HL010","librairie_143_haplotypes615"
"S_20_01887","DLGW95_05","G_20_01887","BELUGA","Delphinapterus","leucas",NA,7,NA,"SEH",NA,NA,NA,1995,"7",7,"Kuujjuaraapik",NA,"M","qPCR","C_Bonnet","ADN_20_02833","HL002","librairie_143_haplotypes615"
"S_20_01888","DLGW95_06","G_20_01888","BELUGA","Delphinapterus","leucas",NA,33,NA,"SEH",NA,NA,NA,1995,"7",13,"Kuujjuaraapik",NA,"M","qPCR","C_Bonnet","ADN_20_02834","HL008","librairie_143_haplotypes615"
"S_20_01889","DLGW95_09","G_20_01889","BELUGA","Delphinapterus","leucas",NA,7,NA,"SEH",NA,NA,NA,1995,"8",9,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_02836","HL001","librairie_143_haplotypes615"
"S_20_01890","DLGW95_07","G_20_01890","BELUGA","Delphinapterus","leucas",NA,18,NA,"SEH",NA,NA,NA,1995,"8",9,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_02835","HL002","librairie_143_haplotypes615"
"S_20_01891","DLGW95_02","G_20_01891","BELUGA","Delphinapterus","leucas",NA,11,NA,"SEH",NA,NA,NA,1995,"7",7,"Kuujjuaraapik",NA,"F","qPCR","S_Guillou","ADN_20_02830","HL020","librairie_143_haplotypes615"
"S_20_01892","DLGW95_01","G_20_01892","BELUGA","Delphinapterus","leucas",NA,9,NA,"SEH","Kuujjuarapik",NA,NA,1995,"7",7,"Kuujjuaraapik",NA,"F","qPCR","S_Guillou","ADN_20_02829","HL049","librairie_143_haplotypes615"
"S_20_01893","GW94_07","G_20_01893","BELUGA","Delphinapterus","leucas",NA,25,NA,"SEH","Kuujjuarapik","55.28055","-77.7533",1994,"7",25,"Kuujjuaraapik",NA,"F","qPCR","S_Guillou","ADN_20_02811","HL020","librairie_143_haplotypes615"
"S_20_01894","GW94_12","G_20_01894","BELUGA","Delphinapterus","leucas",NA,3,"M","SEH","Kuujjuarapik","55.28055","-77.7533",1994,"7",25,"Kuujjuaraapik",NA,"F","qPCR","S_Guillou","ADN_20_02813","HL049","librairie_143_haplotypes615"
"S_20_01895","KUUJJUARAPIK_93_9","G_20_01895","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SEH","Kuujjuarapik",NA,NA,1993,NA,NA,NA,NA,"F","qPCR","S_Guillou","ADN_20_05046","HL074","librairie_143_haplotypes615"
"S_20_01896","DL99_085","G_20_01896","BELUGA","Delphinapterus","leucas",NA,NA,"M","UNG","Aupaluk","59.4583333333333","-69.8055555555556",1999,"7",21,"Aupaluk",NA,"M","qPCR","C_Bonnet","ADN_20_01885","HL003","librairie_143_haplotypes615"
"S_20_01897","DL99_008","G_20_01897","BELUGA","Delphinapterus","leucas",NA,17,"M","SHS","Island_Ukiivik","61.5972222222222","-71.7",1999,"6",18,"Kangiqsujuaq",NA,"F","qPCR","S_Guillou","ADN_20_03087","HL004","librairie_143_haplotypes615"
"S_20_01898","DL99_07","G_20_01898","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Baie_Kangiararjuk","61.5527777777778","-71.8055555555556",1999,"7",6,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_03088","HL011","librairie_143_haplotypes615"
"S_20_01899","DL99_001","G_20_01899","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Wales_Island","61.867","-72.183",1999,"7",5,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_01756","HL004","librairie_143_haplotypes615"
"S_20_01900","DL99_002","G_20_01900","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Tupirvikallak","61.5972222222222","-71.7",1999,"6",18,"Kangiqsujuaq",NA,"M","qPCR","C_Bonnet","ADN_20_01887","HL001","librairie_143_haplotypes615"
"S_20_01901","DL99_086","G_20_01901","BELUGA","Delphinapterus","leucas",NA,29,"M","UNG","Aupaluk","59.458","-69.806",1999,"7",21,"Aupaluk",NA,"M","qPCR","S_Guillou","ADN_20_05047","HL003","librairie_143_haplotypes615"
"S_20_02397","DL13_125","G_20_02397","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Kangiqsujuaq","61.598056","-71.960278",2014,"10",29,"Kangiqsujuaq",NA,"F","qPCR","S_Guillou","ADN_20_03242","HL049","librairie_143_haplotypes615"
"S_20_02398","DL13_128","G_20_02398","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Kangiqsujuaq","61.598056","-71.960278",2014,"10",29,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_03243","HL055","librairie_143_haplotypes615"
"S_20_02399","DL13_130","G_20_02399","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Kangiqsujuaq","61.598056","-71.960278",2014,"10",29,"Kangiqsujuaq",NA,"F","qPCR","C_Bonnet","ADN_20_03244","HL002","librairie_143_haplotypes615"
"S_20_02400","DL13_133","G_20_02400","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Kangiqsujuaq","61.598056","-71.960278",2014,"10",29,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_03245","HL003","librairie_143_haplotypes615"
"S_20_02401","DL13_143","G_20_02401","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Kangiqsujuaq","61.598056","-71.960278",2014,"10",29,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_03246","HL020","librairie_143_haplotypes615"
"S_20_02402","DL13_144","G_20_02402","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Kangiqsujuaq","61.598056","-71.960278",2014,"10",29,"Kangiqsujuaq",NA,"M","qPCR","C_Bonnet","ADN_20_03679","HL002","librairie_143_haplotypes615"
"S_20_02403","DL14_021","G_20_02403","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Island_Guindon","60.727778","-69.555556",2014,"6",18,"Kuujjuaq",NA,"M","qPCR","S_Guillou","ADN_20_03680","HL003","librairie_143_haplotypes615"
"S_20_02404","DL14_025","G_20_02404","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Island_Guindon","60.727778","-69.555556",2014,"6",18,"Kuujjuaq",NA,"M","qPCR","S_Guillou","ADN_20_03681","HL003","librairie_143_haplotypes615"
"S_20_02405","DL14_030","G_20_02405","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Island_Guindon","60.727778","-69.555556",2014,"6",18,"Kuujjuaq",NA,"M","qPCR","C_Bonnet","ADN_20_03682","HL043","librairie_143_haplotypes615"
"S_20_02406","DL14_078","G_20_02406","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Camp_Imilimmiut","60.778333","-69.421389",2014,"6",17,"Kangirsuk",NA,"F","qPCR","C_Bonnet","ADN_20_03683","HL015","librairie_143_haplotypes615"
"S_20_02407","DL14_079","G_20_02407","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Camp_Imilimmiut","60.778333","-69.421389",2014,"6",17,"Kangirsuk",NA,"M","qPCR","C_Bonnet","ADN_20_03684","HL003","librairie_143_haplotypes615"
"S_20_02408","DL14_082","G_20_02408","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Camp_Imilimmiut","60.778333","-69.421389",2014,"6",17,"Kangirsuk",NA,"F","qPCR","S_Guillou","ADN_20_03685","HL015","librairie_143_haplotypes615"
"S_20_02409","DL14_083","G_20_02409","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Island_Guindon","60.727778","-69.555556",2014,"6",17,"Kangirsuk",NA,"M","qPCR","C_Bonnet","ADN_20_03686","HL015","librairie_143_haplotypes615"
"S_20_02410","DL14_088","G_20_02410","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Island_Guindon","60.727778","-69.555556",2014,"6",17,"Kangirsuk",NA,"M","qPCR","S_Guillou","ADN_20_03687","HL029","librairie_143_haplotypes615"
"S_20_02411","DL14_092","G_20_02411","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Island_Guindon","60.727778","-69.555556",2014,"6",17,"Kangirsuk",NA,"M","qPCR","S_Guillou","ADN_20_03688","HL003","librairie_143_haplotypes615"
"S_20_02412","DL14_095","G_20_02412","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS","Inuksulik","61.040833","-69.644167",2014,"6",22,"Quaqtaq",NA,"F","qPCR","C_Bonnet","ADN_20_03689","HL042","librairie_143_haplotypes615"
"S_20_02413","DL14_096","G_20_02413","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Island_Guindon","60.727778","-69.555556",2014,"6",26,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03690","HL003","librairie_143_haplotypes615"
"S_20_02414","DL14_097","G_20_02414","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Camp_Imilimmiut","60.778333","-69.421389",2014,"6",26,"Quaqtaq",NA,"M","qPCR","C_Bonnet","ADN_20_03691","HL022","librairie_143_haplotypes615"
"S_20_02415","DL14_099","G_20_02415","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS","Pointe_Naujaat","61.061944","-69.498889",2014,"6",16,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03692","HL012","librairie_143_haplotypes615"
"S_20_02416","DL14_103","G_20_02416","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Island_Guindon","60.727778","-69.555556",2014,"6",26,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03693","HL020","librairie_143_haplotypes615"
"S_20_02417","DL14_104","G_20_02417","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Pointe_Naujaat","61.061944","-69.498889",2014,"6",19,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03694","HL003","librairie_143_haplotypes615"
"S_20_02418","DL14_110","G_20_02418","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Island_Guindon","60.727778","-69.555556",2014,"6",26,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03695","HL004","librairie_143_haplotypes615"
"S_20_02419","DL14_112","G_20_02419","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Nuvuk","61.0775","-69.553333",2014,"6",20,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03696","HL003","librairie_143_haplotypes615"
"S_20_02420","DL14_113","G_20_02420","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Island_Guindon","60.727778","-69.555556",2014,"6",26,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03697","HL003","librairie_143_haplotypes615"
"S_20_02421","DL14_114","G_20_02421","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Camp_Imilimmiut","60.778333","-69.421389",2014,"6",26,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03698","HL022","librairie_143_haplotypes615"
"S_20_02422","DL14_115","G_20_02422","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Island_Guindon","60.727778","-69.555556",2014,"6",26,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03699","HL015","librairie_143_haplotypes615"
"S_20_02423","DL14_116","G_20_02423","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Inuksulik","60.7975","-69.375",2014,"6",20,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03700","HL003","librairie_143_haplotypes615"
"S_20_02424","DL14_117","G_20_02424","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Camp_Imilimmiut","60.778333","-69.421389",2014,"6",26,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03701","HL012","librairie_143_haplotypes615"
"S_20_02425","DL14_118","G_20_02425","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Camp_Imilimmiut","60.778333","-69.421389",2014,"6",26,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03702","HL015","librairie_143_haplotypes615"
"S_20_02426","DL14_119","G_20_02426","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Nuvuk","61.0775","-69.553333",2014,"6",20,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03703","HL024","librairie_143_haplotypes615"
"S_20_02427","DL14_176","G_20_02427","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Ivujivik","62.4175","-77.911389",2014,"6",12,"Ivujivik",NA,"F","qPCR","S_Guillou","ADN_20_03704","HL002","librairie_143_haplotypes615"
"S_20_02428","DL14_179","G_20_02428","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Ivujivik","62.4175","-77.911389",2014,"6",12,"Ivujivik",NA,"F","qPCR","C_Bonnet","ADN_20_03705","HL002","librairie_143_haplotypes615"
"S_20_02429","DL14_182","G_20_02429","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Ivujivik","62.4175","-77.911389",2014,"6",26,"Ivujivik",NA,"M","qPCR","C_Bonnet","ADN_20_03706","HL008","librairie_143_haplotypes615"
"S_20_02430","DL14_200","G_20_02430","BELUGA","Delphinapterus","leucas",NA,NA,"F","NEH","Akulivik","60.806389","-78.195556",2014,"10",12,"Akulivik",NA,"F","qPCR","S_Guillou","ADN_20_03707","HL004","librairie_143_haplotypes615"
"S_20_02431","DL14_203","G_20_02431","BELUGA","Delphinapterus","leucas",NA,NA,NA,"NEH","Akulivik","60.806389","-78.195556",2014,NA,NA,"Akulivik",NA,"F","qPCR","C_Bonnet","ADN_20_03708",NA,"librairie_143_haplotypes615"
"S_20_02432","DL14_205","G_20_02432","BELUGA","Delphinapterus","leucas",NA,NA,NA,"NEH","Akulivik","60.806389","-78.195556",2014,NA,NA,"Akulivik",NA,"F","qPCR","C_Bonnet","ADN_20_03709",NA,"librairie_143_haplotypes615"
"S_20_02433","DL14_284","G_20_02433","BELUGA","Delphinapterus","leucas",NA,NA,"M","SEH","Umiujaq","57.281","-76.76",2014,"6",21,"Umiujaq",NA,"M","qPCR","C_Bonnet","ADN_20_03710","HL113","librairie_143_haplotypes615"
"S_20_02434","DL14_296","G_20_02434","BELUGA","Delphinapterus","leucas",NA,NA,"F","SEH","Little_Island","57.281","-76.76",2014,"6",19,"Umiujaq",NA,"F","qPCR","S_Guillou","ADN_20_03711","HL001","librairie_143_haplotypes615"
"S_20_02435","DL14_297","G_20_02435","BELUGA","Delphinapterus","leucas",NA,NA,"M","SEH","Umiujaq","57.281","-76.76",2014,"6",21,"Umiujaq",NA,"M","qPCR","C_Bonnet","ADN_20_03712","HL001","librairie_143_haplotypes615"
"S_20_02436","DL14_299","G_20_02436","BELUGA","Delphinapterus","leucas",NA,NA,"M","JAM","Cape_Jones_Island","54.606","-79.777",2014,"7",31,"Kuujjuaraapik",NA,"M","qPCR","C_Bonnet","ADN_20_02651","HL008","librairie_143_haplotypes615"
"S_20_02437","DL14_301","G_20_02437","BELUGA","Delphinapterus","leucas",NA,NA,"F","LON","Long_Island","54.417","-79.417",2014,"10",2,"Kuujjuaraapik",NA,"M","qPCR","C_Bonnet","ADN_20_03713","HL038","librairie_143_haplotypes615"
"S_20_02438","DL14_302","G_20_02438","BELUGA","Delphinapterus","leucas",NA,NA,"F","LON","Long_Island","54.417","-79.417",2014,"8",18,"Kuujjuaraapik",NA,"F","qPCR","C_Bonnet","ADN_20_03714",NA,"librairie_143_haplotypes615"
"S_20_02439","DL14_307","G_20_02439","BELUGA","Delphinapterus","leucas",NA,NA,"M","LON","Long_Island","54.417","-79.417",2014,"10",4,"Kuujjuaraapik",NA,"M","qPCR","C_Bonnet","ADN_20_03715","HL008","librairie_143_haplotypes615"
"S_20_02440","DL14_308","G_20_02440","BELUGA","Delphinapterus","leucas",NA,NA,"M","LON","Long_Island","54.417","-79.417",2014,"8",16,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_03716","HL008","librairie_143_haplotypes615"
"S_20_02441","DL14_312","G_20_02441","BELUGA","Delphinapterus","leucas",NA,NA,"F","LON","Long_Island","54.417","-79.417",2014,"8",7,"Kuujjuaraapik",NA,"M","qPCR","C_Bonnet","ADN_20_03717","HL038","librairie_143_haplotypes615"
"S_20_02442","DL14_315","G_20_02442","BELUGA","Delphinapterus","leucas",NA,NA,"F","LON","Long_Island","54.417","-79.417",2014,"8",23,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_03718","HL008","librairie_143_haplotypes615"
"S_20_02443","DL09_166","G_20_02443","BELUGA","Delphinapterus","leucas",NA,42,"M","SHS","Fairway_Island","62.428","-78.146",2009,"10",16,"Inukjuak",NA,"M","qPCR","S_Guillou","ADN_20_03719","HL001","librairie_143_haplotypes615"
